study_name,study_folder,objective_metric,git_hash,git_hash_short,git_commit_time,git_message,trial_number,state,datetime_start,datetime_complete,duration_min,optuna_score,optuna_searched,cfg_n_heads,cfg_n_layers,cfg_head_dim,cfg_hidden_size,cfg_max_ep_len,cfg_activation_function,cfg_action_tanh,cfg_attn_pdrop,cfg_embd_pdrop,cfg_resid_pdrop,cfg_use_structured_dropout,cfg_structured_dropout_bottleneck,cfg_structured_dropout_rate,cfg_lr,cfg_momentum,cfg_batch_size,cfg_n_epochs,cfg_early_stopping_patience,cfg_lr_scheduler_patience,cfg_loss,cfg_action_dim,cfg_dataset,cfg_fp_dim,cfg_n_in_state,cfg_valid_set,cfg_random_state,cfg_bb_reward,cfg_bb_scale,cfg_dead_end_reward,cfg_dead_end_scale,cfg_intermediate_reward,cfg_intermediate_scale,cfg_beam_width,cfg_eval_n_batches,cfg_eval_routes_frequency,jsonl_last_epoch,total_jsonl_epochs,fraction_targets_solved,optuna_dropout,optuna_head_dim,optuna_lr,optuna_n_heads,optuna_n_layers,epoch_count,final_train_loss,final_train_action_accuracy,final_valid_loss,final_valid_action_accuracy,final_valid_route_accuracy,best_valid_action_accuracy,best_valid_route_accuracy,seconds_per_epoch,optuna_structured_dropout_bottleneck,optuna_structured_dropout_rate,optuna_attn_pdrop,optuna_embd_pdrop,optuna_resid_pdrop,max_complete_epoch_in_study,epoch_ran_fraction,is_incomplete,is_early_stopped,is_jsonl_unreliable,incomplete_reason,estimated_valid_action_accuracy,estimated_valid_route_accuracy,estimation_n_ref
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",6,COMPLETE,2026-06-15 22:55:00.447070,2026-06-15 23:09:30.824530,14.5,0.0050354345393509884,head_dim|lr|n_heads|n_layers,1.0,18.0,256.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.3800307259098719,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,30,31.0,0.0625,,256.0,0.3800307259098719,1.0,18.0,31.0,1.8615808635950089,0.05718811722360915,1.5683224626949854,0.050910005871005616,0.0003729951510630362,0.050910005871005616,0.0050354345393509884,25.438400268554688,,,,,,80.0,0.3875,False,True,False,early_stopped,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",3,COMPLETE,2026-06-14 17:31:40.841522,2026-06-14 17:54:24.348341,22.7,0.1484375,dropout|head_dim|lr|n_heads|n_layers,4.0,2.0,256.0,1024.0,20.0,relu,False,0.0005704473621260475,0.0005704473621260475,0.0005704473621260475,False,,,0.2929216772659799,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,49,50.0,0.1484375,0.0005704473621260475,256.0,0.2929216772659799,4.0,2.0,50.0,1.410176235166463,0.008893032955354367,1.1856737846419925,0.010735553132600856,0.0005594927265945542,0.050910005871005616,0.001864975755315181,25.43854331970215,,,,,,50.0,1.0,False,False,False,complete,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",4,FAIL,2026-06-14 17:54:24.443576,2026-06-14 18:24:47.119677,30.4,,dropout|head_dim|lr|n_heads|n_layers,4.0,8.0,256.0,1024.0,20.0,relu,False,0.25110586924316275,0.25110586924316275,0.25110586924316275,False,,,0.5962475719508445,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,20,21.0,,0.25110586924316275,256.0,0.5962475719508445,4.0,8.0,21.0,1.326137438416481,0.003829919491482941,0.9694244762261709,0.002432273756604881,0.0,0.050910005871005616,0.0050354345393509884,81.33285188674927,,,,,,50.0,0.42,True,False,False,killed,0.056272,0.006052,7.0
baseline-standard-lr211-100epochs,hypertune-baseline-standard-lr211-100epochs,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,0,FAIL,2026-06-16 13:26:24.458918,2026-06-16 13:26:24.465498,0.0,,,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,no_jsonl,,,
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",0,FAIL,2026-06-15 17:45:03.408371,2026-06-15 17:45:03.417372,0.0,,n_heads,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,,,,1.0,,,,,,,,,,,,,,,,80.0,,False,False,False,no_jsonl,,,
baseline_small_hyperparameter_tuning,hypertune-baseline_small_hyperparameter_tuning,valid_route_accuracy,96661e62769fd797bedcb96b1977fbd20daf933c,96661e62,2026-06-15T17:41:54+00:00,"plot-learning-curves: include RUNNING trials, not just COMPLETE",1,RUNNING,2026-06-15 20:26:06.492296,,,,head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.03205342770787627,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,0,,,,256.0,0.03205342770787627,1.0,3.0,,,,,,,,,,,,,,,80.0,,False,False,False,no_jsonl,,,
baseline_small_hyperparameter_tuning_rocm_upgrade,hypertune-baseline_small_hyperparameter_tuning_rocm_upgrade,valid_route_accuracy,90c44c5b92126005642b0b9c5d979bde4cbf2eff,90c44c5b,2026-06-16T05:03:10+00:00,add 3 layers to list of n_layers possiblities because its hardcoded deep in the baseline code,0,RUNNING,2026-06-16 08:28:20.683093,,,,head_dim|lr|n_heads|n_layers,1.0,3.0,256.0,256.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.211,0.98,512.0,30.0,30.0,10.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,0,,,,256.0,0.211,1.0,3.0,,,,,,,,,,,,,,,,,False,False,False,no_jsonl,,,
compare2_small_structured_dropout,hypertune-compare2_small_structured_dropout,valid_route_accuracy,e4fc570153c066e17388ad1260a65720f8720f51,e4fc5701,2026-06-15T06:15:41+00:00,hypertune: always run route eval at end of every trial,0,FAIL,2026-06-15 07:35:50.956468,2026-06-15 07:35:50.962746,0.0,,,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,200.0,,False,False,False,no_jsonl,,,
compare2_small_structured_dropout,hypertune-compare2_small_structured_dropout,valid_route_accuracy,e4fc570153c066e17388ad1260a65720f8720f51,e4fc5701,2026-06-15T06:15:41+00:00,hypertune: always run route eval at end of every trial,4,FAIL,2026-06-15 10:40:05.650177,2026-06-15 10:40:05.655472,0.0,,,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,200.0,,False,False,False,no_jsonl,,,
nodropout-sd,hypertune-nodropout-sd,valid_route_accuracy,33df126f18ce48c5ef27a0a1ef320b3a079875d4,33df126f,2026-06-15T12:45:20+00:00,5trials,2,FAIL,2026-06-15 17:17:48.825032,2026-06-15 17:18:21.011134,0.5,,head_dim|lr|n_heads|n_layers|structured_dropout_bottleneck|structured_dropout_rate,3.0,2.0,256.0,768.0,20.0,relu,False,0.0,0.0,0.0,True,39.0,0.5415353479920098,8.565398570627762e-05,0.98,512.0,200.0,50.0,20.0,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,0,,,,256.0,8.565398570627762e-05,3.0,2.0,,,,,,,,,,39.0,0.5415353479920098,,,,200.0,,False,False,False,no_jsonl,,,
small-hypertune-paper,hypertune-small-hypertune-paper,valid_route_accuracy,9cb60bb50a9a92f0c151e862d99d65badb1d3d36,9cb60bb5,2026-06-15T16:17:15+00:00,hypertune: make Optuna objective metric configurable via optuna.objective_metric,0,FAIL,2026-06-15 17:04:01.253612,2026-06-15 17:04:01.266322,0.0,,n_heads,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,,,,1.0,,,,,,,,,,,,,,,,,,False,False,False,no_jsonl,,,
small-hypertune-paper,hypertune-small-hypertune-paper,valid_route_accuracy,9cb60bb50a9a92f0c151e862d99d65badb1d3d36,9cb60bb5,2026-06-15T16:17:15+00:00,hypertune: make Optuna objective metric configurable via optuna.objective_metric,1,RUNNING,2026-06-15 17:10:02.252987,,,,head_dim|lr|n_heads|n_layers,2.0,18.0,256.0,512.0,20.0,relu,False,0.0,0.0,0.0,False,,,0.003919377853513995,0.98,512.0,80.0,30.0,10.0,crossEntropyLoss,2957.0,large,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,0,,,,256.0,0.003919377853513995,2.0,18.0,,,,,,,,,,,,,,,,,False,False,False,no_jsonl,,,
standard-v2-dropout-details,hypertune-standard-v2-dropout-details,valid_route_accuracy,bfb89647cc3020992bc38d0f19e6c46ac55b24c5,bfb89647,2026-06-17T03:00:46+00:00,"dashboard: rs-mark-stopped CLI, STOPPED trial state, epoch column, 10min refresh",0,FAIL,2026-06-17 08:46:29.928156,2026-06-17 08:46:29.934185,0.0,,,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,no_jsonl,,,
sunday-optuna-12trials-200epochs-4patience,hypertune-sunday-optuna-12trials-200epochs-4patience,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",0,FAIL,2026-06-14 18:32:26.239138,2026-06-14 18:32:26.254092,0.0,,dropout|head_dim|lr|n_heads|n_layers,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,0.1,256.0,0.211,1.0,3.0,,,,,,,,,,,,,,,,,False,False,False,no_jsonl,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco/hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",3,COMPLETE,2026-06-14 17:31:40.841522,2026-06-14 17:54:24.348341,22.7,0.1484375,dropout|head_dim|lr|n_heads|n_layers,4.0,2.0,256.0,1024.0,20.0,relu,False,0.0005704473621260475,0.0005704473621260475,0.0005704473621260475,False,,,0.2929216772659799,0.98,512.0,50.0,,,crossEntropyLoss,589.0,small,1024.0,2.0,n1+n5,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,2.0,100.0,0,,,0.0005704473621260475,256.0,0.2929216772659799,4.0,2.0,,,,,,,,,,,,,,,50.0,,False,False,False,no_jsonl,,,
sunday-optuna-test-small-10-trials-50-epochs,hypertune_rsynced_from_taco/hypertune_rsynced_from_taco,valid_route_accuracy,fe3fcab5ae08f87611a00b1b6276db9ffda28603,fe3fcab5,2026-06-13T21:46:10+00:00,"structured run.jsonl logging, sqlite storage, jsonl append fix",4,FAIL,2026-06-14 17:54:24.443576,2026-06-14 18:24:47.119677,30.4,,dropout|head_dim|lr|n_heads|n_layers,,,,,,,,,,,False,,,,,,,,,,,None,,,,,,,,,,,,,,0,,,0.25110586924316275,256.0,0.5962475719508445,4.0,8.0,,,,,,,,,,,,,,,50.0,,False,False,False,no_jsonl,,,
